Angle,PercentWeight
0.0,0.91
Angle,PercentWeight
0.0,0.91
0.08726646259971647,0.93
Angle,PercentWeight
0.0,0.91
0.08726646259971647,0.93
0.17453292519943295,0.96
Angle,PercentWeight
0.0,0.91
0.08726646259971647,0.93
0.17453292519943295,0.96
0.2617993877991494,1.01
Angle,PercentWeight
0.0,0.91
0.08726646259971647,0.93
0.17453292519943295,0.96
0.2617993877991494,1.01
0.3490658503988659,1.07
Angle,PercentWeight
0.0,0.91
0.08726646259971647,0.93
0.17453292519943295,0.96
0.2617993877991494,1.01
0.3490658503988659,1.07
0.4363323129985824,1.1
Angle,PercentWeight
0.0,0.91
0.08726646259971647,0.93
0.17453292519943295,0.96
0.2617993877991494,1.01
0.3490658503988659,1.07
0.4363323129985824,1.1
0.5235987755982988,1.05
Angle,PercentWeight
0.0,0.91
0.08726646259971647,0.93
0.17453292519943295,0.96
0.2617993877991494,1.01
0.3490658503988659,1.07
0.4363323129985824,1.1
0.5235987755982988,1.05
0.6108652381980153,1.04
Angle,PercentWeight
0.0,0.91
0.08726646259971647,0.93
0.17453292519943295,0.96
0.2617993877991494,1.01
0.3490658503988659,1.07
0.4363323129985824,1.1
0.5235987755982988,1.05
0.6108652381980153,1.04
0.6981317007977318,0.99
Angle,PercentWeight
0.0,0.91
0.08726646259971647,0.93
0.17453292519943295,0.96
0.2617993877991494,1.01
0.3490658503988659,1.07
0.4363323129985824,1.1
0.5235987755982988,1.05
0.6108652381980153,1.04
0.6981317007977318,0.99
0.7853981633974483,0.8700000000000001
Angle,PercentWeight
0.0,0.91
0.08726646259971647,0.93
0.17453292519943295,0.96
0.2617993877991494,1.01
0.3490658503988659,1.07
0.4363323129985824,1.1
0.5235987755982988,1.05
0.6108652381980153,1.04
0.6981317007977318,0.99
0.7853981633974483,0.8700000000000001
0.8726646259971648,0.7499999999999999
Angle,PercentWeight
0.0,0.91
0.08726646259971647,0.93
0.17453292519943295,0.96
0.2617993877991494,1.01
0.3490658503988659,1.07
0.4363323129985824,1.1
0.5235987755982988,1.05
0.6108652381980153,1.04
0.6981317007977318,0.99
0.7853981633974483,0.8700000000000001
0.8726646259971648,0.7499999999999999
0.9599310885968813,0.7100000000000001
Angle,PercentWeight
0.0,0.91
0.08726646259971647,0.93
0.17453292519943295,0.96
0.2617993877991494,1.01
0.3490658503988659,1.07
0.4363323129985824,1.1
0.5235987755982988,1.05
0.6108652381980153,1.04
0.6981317007977318,0.99
0.7853981633974483,0.8700000000000001
0.8726646259971648,0.7499999999999999
0.9599310885968813,0.7100000000000001
1.0471975511965976,0.68
Angle,PercentWeight
0.0,0.91
0.08726646259971647,0.93
0.17453292519943295,0.96
0.2617993877991494,1.01
0.3490658503988659,1.07
0.4363323129985824,1.1
0.5235987755982988,1.05
0.6108652381980153,1.04
0.6981317007977318,0.99
0.7853981633974483,0.8700000000000001
0.8726646259971648,0.7499999999999999
0.9599310885968813,0.7100000000000001
1.0471975511965976,0.68
1.1344640137963142,0.67
Angle,PercentWeight
0.0,0.91
0.08726646259971647,0.93
0.17453292519943295,0.96
0.2617993877991494,1.01
0.3490658503988659,1.07
0.4363323129985824,1.1
0.5235987755982988,1.05
0.6108652381980153,1.04
0.6981317007977318,0.99
0.7853981633974483,0.8700000000000001
0.8726646259971648,0.7499999999999999
0.9599310885968813,0.7100000000000001
1.0471975511965976,0.68
1.1344640137963142,0.67
1.2217304763960306,0.66
Angle,PercentWeight
0.0,0.91
0.08726646259971647,0.93
0.17453292519943295,0.96
0.2617993877991494,1.01
0.3490658503988659,1.07
0.4363323129985824,1.1
0.5235987755982988,1.05
0.6108652381980153,1.04
0.6981317007977318,0.99
0.7853981633974483,0.8700000000000001
0.8726646259971648,0.7499999999999999
0.9599310885968813,0.7100000000000001
1.0471975511965976,0.68
1.1344640137963142,0.67
1.2217304763960306,0.66
1.3089969389957472,0.6399999999999999
Angle,PercentWeight
0.0,0.91
0.08726646259971647,0.93
0.17453292519943295,0.96
0.2617993877991494,1.01
0.3490658503988659,1.07
0.4363323129985824,1.1
0.5235987755982988,1.05
0.6108652381980153,1.04
0.6981317007977318,0.99
0.7853981633974483,0.8700000000000001
0.8726646259971648,0.7499999999999999
0.9599310885968813,0.7100000000000001
1.0471975511965976,0.68
1.1344640137963142,0.67
1.2217304763960306,0.66
1.3089969389957472,0.6399999999999999
1.3962634015954636,0.6299999999999999
Angle,PercentWeight
0.0,0.91
0.08726646259971647,0.93
0.17453292519943295,0.96
0.2617993877991494,1.01
0.3490658503988659,1.07
0.4363323129985824,1.1
0.5235987755982988,1.05
0.6108652381980153,1.04
0.6981317007977318,0.99
0.7853981633974483,0.8700000000000001
0.8726646259971648,0.7499999999999999
0.9599310885968813,0.7100000000000001
1.0471975511965976,0.68
1.1344640137963142,0.67
1.2217304763960306,0.66
1.3089969389957472,0.6399999999999999
1.3962634015954636,0.6299999999999999
1.4835298641951802,0.6099999999999999
Angle,PercentWeight
0.0,0.91
0.08726646259971647,0.93
0.17453292519943295,0.96
0.2617993877991494,1.01
0.3490658503988659,1.07
0.4363323129985824,1.1
0.5235987755982988,1.05
0.6108652381980153,1.04
0.6981317007977318,0.99
0.7853981633974483,0.8700000000000001
0.8726646259971648,0.7499999999999999
0.9599310885968813,0.7100000000000001
1.0471975511965976,0.68
1.1344640137963142,0.67
1.2217304763960306,0.66
1.3089969389957472,0.6399999999999999
1.3962634015954636,0.6299999999999999
1.4835298641951802,0.6099999999999999
1.5707963267948966,0.5999999999999999
Angle,PercentWeight
0.0,0.91
